run,task,domain,case_id,quote_id,current_R_level,capture_channel,current_scene_class,source_confidence,source_kind,ambiguity_reason,bundle_id,bundle_fields,missing_field_category,would_field_resolve_historical_case,eligible,evidence_refs,notes
run1,OPS_task_16_mysql_innodb_lock_workbench,OPS,run1:OPS_task_16_mysql_innodb_lock_workbench:view_07_connections_after.png@e94,,2,shell_routed,UNKNOWN,UNKNOWN,unknown,no_launch_or_window_evidence_within_lookback,B_composite,VISIBLE_WINDOW_SET+Z_ORDER+CAPTURE_REGION+WINDOW_GEOMETRY,Z_ORDER,yes,yes,PRODUCED_BY(/tmp_workspace/results/view_07_connections_after.png->event:94:exec|EXACT|event:94:shell_capture_f);DELIVERED_AS(/tmp_workspace/results/view_07_connections_after.png->view_07_connections_after.png|EXACT|results_manifest),"enumerating mapped windows with stacking and the captured rectangle bounds what the pixels could depict, including composite scenes"
run1,OPS_task_16_mysql_innodb_lock_workbench,OPS,run1:OPS_task_16_mysql_innodb_lock_workbench:view_07_connections_after.png@e94,,2,shell_routed,UNKNOWN,UNKNOWN,unknown,no_launch_or_window_evidence_within_lookback,B_composite,VISIBLE_WINDOW_SET+Z_ORDER+CAPTURE_REGION+WINDOW_GEOMETRY,CAPTURE_REGION,yes,yes,PRODUCED_BY(/tmp_workspace/results/view_07_connections_after.png->event:94:exec|EXACT|event:94:shell_capture_f);DELIVERED_AS(/tmp_workspace/results/view_07_connections_after.png->view_07_connections_after.png|EXACT|results_manifest),"enumerating mapped windows with stacking and the captured rectangle bounds what the pixels could depict, including composite scenes"
run1,OPS_task_16_mysql_innodb_lock_workbench,OPS,run1:OPS_task_16_mysql_innodb_lock_workbench:view_07_connections_after.png@e94,,2,shell_routed,UNKNOWN,UNKNOWN,unknown,no_launch_or_window_evidence_within_lookback,B_composite,VISIBLE_WINDOW_SET+Z_ORDER+CAPTURE_REGION+WINDOW_GEOMETRY,WINDOW_GEOMETRY,yes,yes,PRODUCED_BY(/tmp_workspace/results/view_07_connections_after.png->event:94:exec|EXACT|event:94:shell_capture_f);DELIVERED_AS(/tmp_workspace/results/view_07_connections_after.png->view_07_connections_after.png|EXACT|results_manifest),"enumerating mapped windows with stacking and the captured rectangle bounds what the pixels could depict, including composite scenes"
run1,OPS_task_16_mysql_innodb_lock_workbench,OPS,run1:OPS_task_16_mysql_innodb_lock_workbench:view_07_connections_after.png@e94,,2,shell_routed,UNKNOWN,UNKNOWN,unknown,no_launch_or_window_evidence_within_lookback,B_focus,ACTIVE_WINDOW_IDENTITY+ACTIVE_PID+CAPTURE_REGION,ACTIVE_WINDOW_IDENTITY,uncertain,yes,PRODUCED_BY(/tmp_workspace/results/view_07_connections_after.png->event:94:exec|EXACT|event:94:shell_capture_f);DELIVERED_AS(/tmp_workspace/results/view_07_connections_after.png->view_07_connections_after.png|EXACT|results_manifest),"names the foreground owner, but a full-screen grab may still contain other windows; decisive only for a window-scoped capture"
run1,OPS_task_16_mysql_innodb_lock_workbench,OPS,run1:OPS_task_16_mysql_innodb_lock_workbench:view_07_connections_after.png@e94,,2,shell_routed,UNKNOWN,UNKNOWN,unknown,no_launch_or_window_evidence_within_lookback,B_focus,ACTIVE_WINDOW_IDENTITY+ACTIVE_PID+CAPTURE_REGION,ACTIVE_PID,uncertain,yes,PRODUCED_BY(/tmp_workspace/results/view_07_connections_after.png->event:94:exec|EXACT|event:94:shell_capture_f);DELIVERED_AS(/tmp_workspace/results/view_07_connections_after.png->view_07_connections_after.png|EXACT|results_manifest),"names the foreground owner, but a full-screen grab may still contain other windows; decisive only for a window-scoped capture"
run1,OPS_task_16_mysql_innodb_lock_workbench,OPS,run1:OPS_task_16_mysql_innodb_lock_workbench:view_07_connections_after.png@e94,,2,shell_routed,UNKNOWN,UNKNOWN,unknown,no_launch_or_window_evidence_within_lookback,B_focus,ACTIVE_WINDOW_IDENTITY+ACTIVE_PID+CAPTURE_REGION,CAPTURE_REGION,uncertain,yes,PRODUCED_BY(/tmp_workspace/results/view_07_connections_after.png->event:94:exec|EXACT|event:94:shell_capture_f);DELIVERED_AS(/tmp_workspace/results/view_07_connections_after.png->view_07_connections_after.png|EXACT|results_manifest),"names the foreground owner, but a full-screen grab may still contain other windows; decisive only for a window-scoped capture"
run1,OPS_task_16_mysql_innodb_lock_workbench,OPS,run1:OPS_task_16_mysql_innodb_lock_workbench:view_07_connections_after.png@e94,,2,shell_routed,UNKNOWN,UNKNOWN,unknown,no_launch_or_window_evidence_within_lookback,B_labels,WINDOW_TITLE+WM_CLASS,WINDOW_TITLE,no,yes,PRODUCED_BY(/tmp_workspace/results/view_07_connections_after.png->event:94:exec|EXACT|event:94:shell_capture_f);DELIVERED_AS(/tmp_workspace/results/view_07_connections_after.png->view_07_connections_after.png|EXACT|results_manifest),"human-readable labels narrow the candidate set but never bind the scene, and both are agent-choosable"
run1,OPS_task_16_mysql_innodb_lock_workbench,OPS,run1:OPS_task_16_mysql_innodb_lock_workbench:view_07_connections_after.png@e94,,2,shell_routed,UNKNOWN,UNKNOWN,unknown,no_launch_or_window_evidence_within_lookback,B_labels,WINDOW_TITLE+WM_CLASS,WM_CLASS,no,yes,PRODUCED_BY(/tmp_workspace/results/view_07_connections_after.png->event:94:exec|EXACT|event:94:shell_capture_f);DELIVERED_AS(/tmp_workspace/results/view_07_connections_after.png->view_07_connections_after.png|EXACT|results_manifest),"human-readable labels narrow the candidate set but never bind the scene, and both are agent-choosable"
run1,OPS_task_16_mysql_innodb_lock_workbench,OPS,run1:OPS_task_16_mysql_innodb_lock_workbench:view_07_connections_after.png@e94,,2,shell_routed,UNKNOWN,UNKNOWN,unknown,no_launch_or_window_evidence_within_lookback,B_trigger,CAPTURE_TRIGGER_ACTION_ID,CAPTURE_TRIGGER_ACTION_ID,no,yes,PRODUCED_BY(/tmp_workspace/results/view_07_connections_after.png->event:94:exec|EXACT|event:94:shell_capture_f);DELIVERED_AS(/tmp_workspace/results/view_07_connections_after.png->view_07_connections_after.png|EXACT|results_manifest),binds the image file to the triggering action but says nothing about the scene
run1,OPS_task_3_valgrind_massif_memleak,OPS,run1:OPS_task_3_valgrind_massif_memleak:_current_gui.png@e114,,2,shell_routed,UNKNOWN,UNKNOWN,unknown,no_launch_or_window_evidence_within_lookback,B_composite,VISIBLE_WINDOW_SET+Z_ORDER+CAPTURE_REGION+WINDOW_GEOMETRY,VISIBLE_WINDOW_SET,yes,no_target_defined,PRODUCED_BY(/tmp_workspace/results/_current_gui.png->event:114:exec|EXACT|event:114:shell_capture_f);DELIVERED_AS(/tmp_workspace/results/_current_gui.png->_current_gui.png|EXACT|results_manifest),"enumerating mapped windows with stacking and the captured rectangle bounds what the pixels could depict, including composite scenes"
run1,OPS_task_3_valgrind_massif_memleak,OPS,run1:OPS_task_3_valgrind_massif_memleak:_current_gui.png@e114,,2,shell_routed,UNKNOWN,UNKNOWN,unknown,no_launch_or_window_evidence_within_lookback,B_composite,VISIBLE_WINDOW_SET+Z_ORDER+CAPTURE_REGION+WINDOW_GEOMETRY,Z_ORDER,yes,no_target_defined,PRODUCED_BY(/tmp_workspace/results/_current_gui.png->event:114:exec|EXACT|event:114:shell_capture_f);DELIVERED_AS(/tmp_workspace/results/_current_gui.png->_current_gui.png|EXACT|results_manifest),"enumerating mapped windows with stacking and the captured rectangle bounds what the pixels could depict, including composite scenes"
run1,OPS_task_3_valgrind_massif_memleak,OPS,run1:OPS_task_3_valgrind_massif_memleak:_current_gui.png@e114,,2,shell_routed,UNKNOWN,UNKNOWN,unknown,no_launch_or_window_evidence_within_lookback,B_composite,VISIBLE_WINDOW_SET+Z_ORDER+CAPTURE_REGION+WINDOW_GEOMETRY,CAPTURE_REGION,yes,no_target_defined,PRODUCED_BY(/tmp_workspace/results/_current_gui.png->event:114:exec|EXACT|event:114:shell_capture_f);DELIVERED_AS(/tmp_workspace/results/_current_gui.png->_current_gui.png|EXACT|results_manifest),"enumerating mapped windows with stacking and the captured rectangle bounds what the pixels could depict, including composite scenes"
run1,OPS_task_3_valgrind_massif_memleak,OPS,run1:OPS_task_3_valgrind_massif_memleak:_current_gui.png@e114,,2,shell_routed,UNKNOWN,UNKNOWN,unknown,no_launch_or_window_evidence_within_lookback,B_composite,VISIBLE_WINDOW_SET+Z_ORDER+CAPTURE_REGION+WINDOW_GEOMETRY,WINDOW_GEOMETRY,yes,no_target_defined,PRODUCED_BY(/tmp_workspace/results/_current_gui.png->event:114:exec|EXACT|event:114:shell_capture_f);DELIVERED_AS(/tmp_workspace/results/_current_gui.png->_current_gui.png|EXACT|results_manifest),"enumerating mapped windows with stacking and the captured rectangle bounds what the pixels could depict, including composite scenes"
run1,OPS_task_3_valgrind_massif_memleak,OPS,run1:OPS_task_3_valgrind_massif_memleak:_current_gui.png@e114,,2,shell_routed,UNKNOWN,UNKNOWN,unknown,no_launch_or_window_evidence_within_lookback,B_focus,ACTIVE_WINDOW_IDENTITY+ACTIVE_PID+CAPTURE_REGION,ACTIVE_WINDOW_IDENTITY,uncertain,no_target_defined,PRODUCED_BY(/tmp_workspace/results/_current_gui.png->event:114:exec|EXACT|event:114:shell_capture_f);DELIVERED_AS(/tmp_workspace/results/_current_gui.png->_current_gui.png|EXACT|results_manifest),"names the foreground owner, but a full-screen grab may still contain other windows; decisive only for a window-scoped capture"
run1,OPS_task_3_valgrind_massif_memleak,OPS,run1:OPS_task_3_valgrind_massif_memleak:_current_gui.png@e114,,2,shell_routed,UNKNOWN,UNKNOWN,unknown,no_launch_or_window_evidence_within_lookback,B_focus,ACTIVE_WINDOW_IDENTITY+ACTIVE_PID+CAPTURE_REGION,ACTIVE_PID,uncertain,no_target_defined,PRODUCED_BY(/tmp_workspace/results/_current_gui.png->event:114:exec|EXACT|event:114:shell_capture_f);DELIVERED_AS(/tmp_workspace/results/_current_gui.png->_current_gui.png|EXACT|results_manifest),"names the foreground owner, but a full-screen grab may still contain other windows; decisive only for a window-scoped capture"
run1,OPS_task_3_valgrind_massif_memleak,OPS,run1:OPS_task_3_valgrind_massif_memleak:_current_gui.png@e114,,2,shell_routed,UNKNOWN,UNKNOWN,unknown,no_launch_or_window_evidence_within_lookback,B_focus,ACTIVE_WINDOW_IDENTITY+ACTIVE_PID+CAPTURE_REGION,CAPTURE_REGION,uncertain,no_target_defined,PRODUCED_BY(/tmp_workspace/results/_current_gui.png->event:114:exec|EXACT|event:114:shell_capture_f);DELIVERED_AS(/tmp_workspace/results/_current_gui.png->_current_gui.png|EXACT|results_manifest),"names the foreground owner, but a full-screen grab may still contain other windows; decisive only for a window-scoped capture"
run1,OPS_task_3_valgrind_massif_memleak,OPS,run1:OPS_task_3_valgrind_massif_memleak:_current_gui.png@e114,,2,shell_routed,UNKNOWN,UNKNOWN,unknown,no_launch_or_window_evidence_within_lookback,B_labels,WINDOW_TITLE+WM_CLASS,WINDOW_TITLE,no,no_target_defined,PRODUCED_BY(/tmp_workspace/results/_current_gui.png->event:114:exec|EXACT|event:114:shell_capture_f);DELIVERED_AS(/tmp_workspace/results/_current_gui.png->_current_gui.png|EXACT|results_manifest),"human-readable labels narrow the candidate set but never bind the scene, and both are agent-choosable"
run1,OPS_task_3_valgrind_massif_memleak,OPS,run1:OPS_task_3_valgrind_massif_memleak:_current_gui.png@e114,,2,shell_routed,UNKNOWN,UNKNOWN,unknown,no_launch_or_window_evidence_within_lookback,B_labels,WINDOW_TITLE+WM_CLASS,WM_CLASS,no,no_target_defined,PRODUCED_BY(/tmp_workspace/results/_current_gui.png->event:114:exec|EXACT|event:114:shell_capture_f);DELIVERED_AS(/tmp_workspace/results/_current_gui.png->_current_gui.png|EXACT|results_manifest),"human-readable labels narrow the candidate set but never bind the scene, and both are agent-choosable"
run1,OPS_task_3_valgrind_massif_memleak,OPS,run1:OPS_task_3_valgrind_massif_memleak:_current_gui.png@e114,,2,shell_routed,UNKNOWN,UNKNOWN,unknown,no_launch_or_window_evidence_within_lookback,B_trigger,CAPTURE_TRIGGER_ACTION_ID,CAPTURE_TRIGGER_ACTION_ID,no,no_target_defined,PRODUCED_BY(/tmp_workspace/results/_current_gui.png->event:114:exec|EXACT|event:114:shell_capture_f);DELIVERED_AS(/tmp_workspace/results/_current_gui.png->_current_gui.png|EXACT|results_manifest),binds the image file to the triggering action but says nothing about the scene
run1,OPS_task_3_valgrind_massif_memleak,OPS,run1:OPS_task_3_valgrind_massif_memleak:_current_gui.png@e114,,2,shell_routed,UNKNOWN,UNKNOWN,unknown,no_launch_or_window_evidence_within_lookback,B_target_def,TARGET_APPLICATION_IDENTITY,TARGET_APPLICATION_IDENTITY,yes,no_target_defined,PRODUCED_BY(/tmp_workspace/results/_current_gui.png->event:114:exec|EXACT|event:114:shell_capture_f);DELIVERED_AS(/tmp_workspace/results/_current_gui.png->_current_gui.png|EXACT|results_manifest),"task specification names no application, so no capture-side field can decide target vs substitute for this case"
run1,OPS_task_3_valgrind_massif_memleak,OPS,run1:OPS_task_3_valgrind_massif_memleak:_resume_gui.png@e121,,2,shell_routed,UNKNOWN,UNKNOWN,unknown,no_launch_or_window_evidence_within_lookback,B_composite,VISIBLE_WINDOW_SET+Z_ORDER+CAPTURE_REGION+WINDOW_GEOMETRY,VISIBLE_WINDOW_SET,yes,no_target_defined,PRODUCED_BY(/tmp_workspace/results/_resume_gui.png->event:121:exec|EXACT|event:121:shell_capture_f);DELIVERED_AS(/tmp_workspace/results/_resume_gui.png->_resume_gui.png|EXACT|results_manifest),"enumerating mapped windows with stacking and the captured rectangle bounds what the pixels could depict, including composite scenes"
run1,OPS_task_3_valgrind_massif_memleak,OPS,run1:OPS_task_3_valgrind_massif_memleak:_resume_gui.png@e121,,2,shell_routed,UNKNOWN,UNKNOWN,unknown,no_launch_or_window_evidence_within_lookback,B_composite,VISIBLE_WINDOW_SET+Z_ORDER+CAPTURE_REGION+WINDOW_GEOMETRY,Z_ORDER,yes,no_target_defined,PRODUCED_BY(/tmp_workspace/results/_resume_gui.png->event:121:exec|EXACT|event:121:shell_capture_f);DELIVERED_AS(/tmp_workspace/results/_resume_gui.png->_resume_gui.png|EXACT|results_manifest),"enumerating mapped windows with stacking and the captured rectangle bounds what the pixels could depict, including composite scenes"
run1,OPS_task_3_valgrind_massif_memleak,OPS,run1:OPS_task_3_valgrind_massif_memleak:_resume_gui.png@e121,,2,shell_routed,UNKNOWN,UNKNOWN,unknown,no_launch_or_window_evidence_within_lookback,B_composite,VISIBLE_WINDOW_SET+Z_ORDER+CAPTURE_REGION+WINDOW_GEOMETRY,CAPTURE_REGION,yes,no_target_defined,PRODUCED_BY(/tmp_workspace/results/_resume_gui.png->event:121:exec|EXACT|event:121:shell_capture_f);DELIVERED_AS(/tmp_workspace/results/_resume_gui.png->_resume_gui.png|EXACT|results_manifest),"enumerating mapped windows with stacking and the captured rectangle bounds what the pixels could depict, including composite scenes"
run1,OPS_task_3_valgrind_massif_memleak,OPS,run1:OPS_task_3_valgrind_massif_memleak:_resume_gui.png@e121,,2,shell_routed,UNKNOWN,UNKNOWN,unknown,no_launch_or_window_evidence_within_lookback,B_composite,VISIBLE_WINDOW_SET+Z_ORDER+CAPTURE_REGION+WINDOW_GEOMETRY,WINDOW_GEOMETRY,yes,no_target_defined,PRODUCED_BY(/tmp_workspace/results/_resume_gui.png->event:121:exec|EXACT|event:121:shell_capture_f);DELIVERED_AS(/tmp_workspace/results/_resume_gui.png->_resume_gui.png|EXACT|results_manifest),"enumerating mapped windows with stacking and the captured rectangle bounds what the pixels could depict, including composite scenes"
run1,OPS_task_3_valgrind_massif_memleak,OPS,run1:OPS_task_3_valgrind_massif_memleak:_resume_gui.png@e121,,2,shell_routed,UNKNOWN,UNKNOWN,unknown,no_launch_or_window_evidence_within_lookback,B_focus,ACTIVE_WINDOW_IDENTITY+ACTIVE_PID+CAPTURE_REGION,ACTIVE_WINDOW_IDENTITY,uncertain,no_target_defined,PRODUCED_BY(/tmp_workspace/results/_resume_gui.png->event:121:exec|EXACT|event:121:shell_capture_f);DELIVERED_AS(/tmp_workspace/results/_resume_gui.png->_resume_gui.png|EXACT|results_manifest),"names the foreground owner, but a full-screen grab may still contain other windows; decisive only for a window-scoped capture"
run1,OPS_task_3_valgrind_massif_memleak,OPS,run1:OPS_task_3_valgrind_massif_memleak:_resume_gui.png@e121,,2,shell_routed,UNKNOWN,UNKNOWN,unknown,no_launch_or_window_evidence_within_lookback,B_focus,ACTIVE_WINDOW_IDENTITY+ACTIVE_PID+CAPTURE_REGION,ACTIVE_PID,uncertain,no_target_defined,PRODUCED_BY(/tmp_workspace/results/_resume_gui.png->event:121:exec|EXACT|event:121:shell_capture_f);DELIVERED_AS(/tmp_workspace/results/_resume_gui.png->_resume_gui.png|EXACT|results_manifest),"names the foreground owner, but a full-screen grab may still contain other windows; decisive only for a window-scoped capture"
run1,OPS_task_3_valgrind_massif_memleak,OPS,run1:OPS_task_3_valgrind_massif_memleak:_resume_gui.png@e121,,2,shell_routed,UNKNOWN,UNKNOWN,unknown,no_launch_or_window_evidence_within_lookback,B_focus,ACTIVE_WINDOW_IDENTITY+ACTIVE_PID+CAPTURE_REGION,CAPTURE_REGION,uncertain,no_target_defined,PRODUCED_BY(/tmp_workspace/results/_resume_gui.png->event:121:exec|EXACT|event:121:shell_capture_f);DELIVERED_AS(/tmp_workspace/results/_resume_gui.png->_resume_gui.png|EXACT|results_manifest),"names the foreground owner, but a full-screen grab may still contain other windows; decisive only for a window-scoped capture"
run1,OPS_task_3_valgrind_massif_memleak,OPS,run1:OPS_task_3_valgrind_massif_memleak:_resume_gui.png@e121,,2,shell_routed,UNKNOWN,UNKNOWN,unknown,no_launch_or_window_evidence_within_lookback,B_labels,WINDOW_TITLE+WM_CLASS,WINDOW_TITLE,no,no_target_defined,PRODUCED_BY(/tmp_workspace/results/_resume_gui.png->event:121:exec|EXACT|event:121:shell_capture_f);DELIVERED_AS(/tmp_workspace/results/_resume_gui.png->_resume_gui.png|EXACT|results_manifest),"human-readable labels narrow the candidate set but never bind the scene, and both are agent-choosable"
run1,OPS_task_3_valgrind_massif_memleak,OPS,run1:OPS_task_3_valgrind_massif_memleak:_resume_gui.png@e121,,2,shell_routed,UNKNOWN,UNKNOWN,unknown,no_launch_or_window_evidence_within_lookback,B_labels,WINDOW_TITLE+WM_CLASS,WM_CLASS,no,no_target_defined,PRODUCED_BY(/tmp_workspace/results/_resume_gui.png->event:121:exec|EXACT|event:121:shell_capture_f);DELIVERED_AS(/tmp_workspace/results/_resume_gui.png->_resume_gui.png|EXACT|results_manifest),"human-readable labels narrow the candidate set but never bind the scene, and both are agent-choosable"
run1,OPS_task_3_valgrind_massif_memleak,OPS,run1:OPS_task_3_valgrind_massif_memleak:_resume_gui.png@e121,,2,shell_routed,UNKNOWN,UNKNOWN,unknown,no_launch_or_window_evidence_within_lookback,B_trigger,CAPTURE_TRIGGER_ACTION_ID,CAPTURE_TRIGGER_ACTION_ID,no,no_target_defined,PRODUCED_BY(/tmp_workspace/results/_resume_gui.png->event:121:exec|EXACT|event:121:shell_capture_f);DELIVERED_AS(/tmp_workspace/results/_resume_gui.png->_resume_gui.png|EXACT|results_manifest),binds the image file to the triggering action but says nothing about the scene
run1,OPS_task_3_valgrind_massif_memleak,OPS,run1:OPS_task_3_valgrind_massif_memleak:_resume_gui.png@e121,,2,shell_routed,UNKNOWN,UNKNOWN,unknown,no_launch_or_window_evidence_within_lookback,B_target_def,TARGET_APPLICATION_IDENTITY,TARGET_APPLICATION_IDENTITY,yes,no_target_defined,PRODUCED_BY(/tmp_workspace/results/_resume_gui.png->event:121:exec|EXACT|event:121:shell_capture_f);DELIVERED_AS(/tmp_workspace/results/_resume_gui.png->_resume_gui.png|EXACT|results_manifest),"task specification names no application, so no capture-side field can decide target vs substitute for this case"
run1,OPS_task_3_valgrind_massif_memleak,OPS,run1:OPS_task_3_valgrind_massif_memleak:view_01_heap_timeline.png@e147,,2,shell_routed,UNKNOWN,UNKNOWN,unknown,no_launch_or_window_evidence_within_lookback,B_composite,VISIBLE_WINDOW_SET+Z_ORDER+CAPTURE_REGION+WINDOW_GEOMETRY,VISIBLE_WINDOW_SET,yes,no_target_defined,PRODUCED_BY(/tmp_workspace/results/view_01_heap_timeline.png->event:147:exec|EXACT|event:147:shell_capture_f);DELIVERED_AS(/tmp_workspace/results/view_01_heap_timeline.png->view_01_heap_timeline.png|EXACT|results_manifest),"enumerating mapped windows with stacking and the captured rectangle bounds what the pixels could depict, including composite scenes"
run1,OPS_task_3_valgrind_massif_memleak,OPS,run1:OPS_task_3_valgrind_massif_memleak:view_01_heap_timeline.png@e147,,2,shell_routed,UNKNOWN,UNKNOWN,unknown,no_launch_or_window_evidence_within_lookback,B_composite,VISIBLE_WINDOW_SET+Z_ORDER+CAPTURE_REGION+WINDOW_GEOMETRY,Z_ORDER,yes,no_target_defined,PRODUCED_BY(/tmp_workspace/results/view_01_heap_timeline.png->event:147:exec|EXACT|event:147:shell_capture_f);DELIVERED_AS(/tmp_workspace/results/view_01_heap_timeline.png->view_01_heap_timeline.png|EXACT|results_manifest),"enumerating mapped windows with stacking and the captured rectangle bounds what the pixels could depict, including composite scenes"
run1,OPS_task_3_valgrind_massif_memleak,OPS,run1:OPS_task_3_valgrind_massif_memleak:view_01_heap_timeline.png@e147,,2,shell_routed,UNKNOWN,UNKNOWN,unknown,no_launch_or_window_evidence_within_lookback,B_composite,VISIBLE_WINDOW_SET+Z_ORDER+CAPTURE_REGION+WINDOW_GEOMETRY,CAPTURE_REGION,yes,no_target_defined,PRODUCED_BY(/tmp_workspace/results/view_01_heap_timeline.png->event:147:exec|EXACT|event:147:shell_capture_f);DELIVERED_AS(/tmp_workspace/results/view_01_heap_timeline.png->view_01_heap_timeline.png|EXACT|results_manifest),"enumerating mapped windows with stacking and the captured rectangle bounds what the pixels could depict, including composite scenes"
run1,OPS_task_3_valgrind_massif_memleak,OPS,run1:OPS_task_3_valgrind_massif_memleak:view_01_heap_timeline.png@e147,,2,shell_routed,UNKNOWN,UNKNOWN,unknown,no_launch_or_window_evidence_within_lookback,B_composite,VISIBLE_WINDOW_SET+Z_ORDER+CAPTURE_REGION+WINDOW_GEOMETRY,WINDOW_GEOMETRY,yes,no_target_defined,PRODUCED_BY(/tmp_workspace/results/view_01_heap_timeline.png->event:147:exec|EXACT|event:147:shell_capture_f);DELIVERED_AS(/tmp_workspace/results/view_01_heap_timeline.png->view_01_heap_timeline.png|EXACT|results_manifest),"enumerating mapped windows with stacking and the captured rectangle bounds what the pixels could depict, including composite scenes"
run1,OPS_task_3_valgrind_massif_memleak,OPS,run1:OPS_task_3_valgrind_massif_memleak:view_01_heap_timeline.png@e147,,2,shell_routed,UNKNOWN,UNKNOWN,unknown,no_launch_or_window_evidence_within_lookback,B_focus,ACTIVE_WINDOW_IDENTITY+ACTIVE_PID+CAPTURE_REGION,ACTIVE_WINDOW_IDENTITY,uncertain,no_target_defined,PRODUCED_BY(/tmp_workspace/results/view_01_heap_timeline.png->event:147:exec|EXACT|event:147:shell_capture_f);DELIVERED_AS(/tmp_workspace/results/view_01_heap_timeline.png->view_01_heap_timeline.png|EXACT|results_manifest),"names the foreground owner, but a full-screen grab may still contain other windows; decisive only for a window-scoped capture"
run1,OPS_task_3_valgrind_massif_memleak,OPS,run1:OPS_task_3_valgrind_massif_memleak:view_01_heap_timeline.png@e147,,2,shell_routed,UNKNOWN,UNKNOWN,unknown,no_launch_or_window_evidence_within_lookback,B_focus,ACTIVE_WINDOW_IDENTITY+ACTIVE_PID+CAPTURE_REGION,ACTIVE_PID,uncertain,no_target_defined,PRODUCED_BY(/tmp_workspace/results/view_01_heap_timeline.png->event:147:exec|EXACT|event:147:shell_capture_f);DELIVERED_AS(/tmp_workspace/results/view_01_heap_timeline.png->view_01_heap_timeline.png|EXACT|results_manifest),"names the foreground owner, but a full-screen grab may still contain other windows; decisive only for a window-scoped capture"
run1,OPS_task_3_valgrind_massif_memleak,OPS,run1:OPS_task_3_valgrind_massif_memleak:view_01_heap_timeline.png@e147,,2,shell_routed,UNKNOWN,UNKNOWN,unknown,no_launch_or_window_evidence_within_lookback,B_focus,ACTIVE_WINDOW_IDENTITY+ACTIVE_PID+CAPTURE_REGION,CAPTURE_REGION,uncertain,no_target_defined,PRODUCED_BY(/tmp_workspace/results/view_01_heap_timeline.png->event:147:exec|EXACT|event:147:shell_capture_f);DELIVERED_AS(/tmp_workspace/results/view_01_heap_timeline.png->view_01_heap_timeline.png|EXACT|results_manifest),"names the foreground owner, but a full-screen grab may still contain other windows; decisive only for a window-scoped capture"
run1,OPS_task_3_valgrind_massif_memleak,OPS,run1:OPS_task_3_valgrind_massif_memleak:view_01_heap_timeline.png@e147,,2,shell_routed,UNKNOWN,UNKNOWN,unknown,no_launch_or_window_evidence_within_lookback,B_labels,WINDOW_TITLE+WM_CLASS,WINDOW_TITLE,no,no_target_defined,PRODUCED_BY(/tmp_workspace/results/view_01_heap_timeline.png->event:147:exec|EXACT|event:147:shell_capture_f);DELIVERED_AS(/tmp_workspace/results/view_01_heap_timeline.png->view_01_heap_timeline.png|EXACT|results_manifest),"human-readable labels narrow the candidate set but never bind the scene, and both are agent-choosable"
run1,OPS_task_3_valgrind_massif_memleak,OPS,run1:OPS_task_3_valgrind_massif_memleak:view_01_heap_timeline.png@e147,,2,shell_routed,UNKNOWN,UNKNOWN,unknown,no_launch_or_window_evidence_within_lookback,B_labels,WINDOW_TITLE+WM_CLASS,WM_CLASS,no,no_target_defined,PRODUCED_BY(/tmp_workspace/results/view_01_heap_timeline.png->event:147:exec|EXACT|event:147:shell_capture_f);DELIVERED_AS(/tmp_workspace/results/view_01_heap_timeline.png->view_01_heap_timeline.png|EXACT|results_manifest),"human-readable labels narrow the candidate set but never bind the scene, and both are agent-choosable"
run1,OPS_task_3_valgrind_massif_memleak,OPS,run1:OPS_task_3_valgrind_massif_memleak:view_01_heap_timeline.png@e147,,2,shell_routed,UNKNOWN,UNKNOWN,unknown,no_launch_or_window_evidence_within_lookback,B_trigger,CAPTURE_TRIGGER_ACTION_ID,CAPTURE_TRIGGER_ACTION_ID,no,no_target_defined,PRODUCED_BY(/tmp_workspace/results/view_01_heap_timeline.png->event:147:exec|EXACT|event:147:shell_capture_f);DELIVERED_AS(/tmp_workspace/results/view_01_heap_timeline.png->view_01_heap_timeline.png|EXACT|results_manifest),binds the image file to the triggering action but says nothing about the scene
run1,OPS_task_3_valgrind_massif_memleak,OPS,run1:OPS_task_3_valgrind_massif_memleak:view_01_heap_timeline.png@e147,,2,shell_routed,UNKNOWN,UNKNOWN,unknown,no_launch_or_window_evidence_within_lookback,B_target_def,TARGET_APPLICATION_IDENTITY,TARGET_APPLICATION_IDENTITY,yes,no_target_defined,PRODUCED_BY(/tmp_workspace/results/view_01_heap_timeline.png->event:147:exec|EXACT|event:147:shell_capture_f);DELIVERED_AS(/tmp_workspace/results/view_01_heap_timeline.png->view_01_heap_timeline.png|EXACT|results_manifest),"task specification names no application, so no capture-side field can decide target vs substitute for this case"
run1,SPA_task_0_blender_room_arrange,SPA,run1:SPA_task_0_blender_room_arrange:render.png@e68,,4,none,DERIVED_FROM_PRIOR_EVIDENCE,EXACT,n/a,lineage_depends_on_source_image,B_derivation,CONTENT_HASH,CONTENT_HASH,yes,derivation_chain,PRODUCED_BY(render.png->event:68:exec|EXACT|event:68:pil_save);DELIVERED_AS(render.png->render.png|EXACT|results_manifest),hashing source and output chains the derivation to a specific prior image
